node	isRegulator	AnimalTFDB	RegNetwork
CNTN4	-	-	-
LDHB	-	-	-
LDHA	-	-	-
ACOX2	-	-	-
EXOSC9	-	-	-
ERO1L	-	-	-
GPX8	-	-	-
COX15	-	-	-
NDUFAF2	-	-	-
FST	-	-	-
SLC25A31	-	-	-
UBE2E1	-	-	-
RXRB	+	TF	+
NR6A1	+	TF	-
THRA	+	TF	+
MCAT	-	-	-
SFTPA1	-	-	-
GLUD1	-	-	-
LDB3	-	-	-
OPN4	-	-	-
ADRBK2	-	-	-
LPXN	-	-	-
PDLIM5	-	-	-
TLN1	-	-	-
VASP	-	-	-
TLN2	-	-	-
RAVER2	-	-	-
SORBS1	-	-	-
RAVER1	-	-	-
SORBS2	-	-	-
ASXL1	+	TcF	+
ASXL2	-	-	-
DPH3	-	-	-
DPH2	-	-	-
DPH1	-	-	-
PARG	-	-	-
IDH3B	-	-	-
IDH3G	-	-	-
IDH1	-	-	-
IDH3A	-	-	-
HIVEP1	+	TF	-
RNASEH2B	-	-	-
RNASEH2A	-	-	-
GUCY1B2	-	-	-
AMOTL2	-	-	-
DCP1A	+	-	+
APOA1BP	-	-	-
MTMR6	-	-	-
SH3PXD2B	-	-	-
SH3PXD2A	-	-	-
CPB2	-	-	-
THOC1	-	-	-
THOC3	-	-	-
THOC6	-	-	-
THOC5	-	-	-
THOC7	-	-	-
TNFRSF11B	-	-	-
AKAP11	-	-	-
NAA10	-	-	-
NAA11	-	-	-
NAA16	-	-	-
MTRF1	-	-	-
ELP2	+	TcF	-
PBK	-	-	-
KIF22	-	-	-
FIGNL1	-	-	-
CDKN3	-	-	-
ASAP1	-	-	-
CRMP1	-	-	-
BNIP3	-	-	-
NEFL	-	-	-
INA	-	-	-
NEFH	-	-	-
NKX3-1	+	TF	+
TNFRSF10B	-	-	-
PDLIM2	-	-	-
SORBS3	-	-	-
SCGB1A1	-	-	-
ADAMTS2	-	-	-
DOK2	-	-	-
GDNF	-	-	-
GFRA2	-	-	-
HMGA2	+	TF	+
KDM5A	+	TF	+
EID1	+	TcF	-
CST3	-	-	-
SUCLA2	-	-	-
OXCT1	-	-	-
MUT	-	-	-
GPC4	-	-	-
GPC5	-	-	-
GPC2	-	-	-
SPRY2	-	-	-
SPRY1	-	-	-
EDN2	-	-	-
CLN5	-	-	-
OSM	-	-	-
C8B	-	-	-
C8G	-	-	-
C9	-	-	-
C8A	-	-	-
C7	-	-	-
DAD1	-	-	-
HAUS3	-	-	-
FBXO4	-	-	-
EFS	-	-	-
NGDN	-	-	-
SUB1	+	TF	+
EMC2	-	-	-
EMC4	-	-	-
EMC3	-	-	-
EMC1	-	-	-
RIPK3	+	TcF	-
MLKL	-	-	-
PDIA2	-	-	-
PGM2L1	-	-	-
FAHD1	-	-	-
PGM1	-	-	-
DLG5	-	-	-
HUS1B	-	-	-
AGXT2	-	-	-
NF1	+	-	+
RNF19A	+	-	+
GEM	-	-	-
RRAD	-	-	-
MLF1	-	-	-
SNN	-	-	-
YWHAZ	-	-	-
AANAT	-	-	-
REM2	-	-	-
HAP1	-	-	-
RRM2B	-	-	-
DPYS	-	-	-
EIF3H	-	-	-
ABCE1	-	-	-
PLK3	-	-	-
HRSP12	-	-	-
KHDRBS3	-	-	-
EBAG9	-	-	-
BIN1	+	-	+
CDR2	-	-	-
C330027C09RIK	-	-	-
MYBL1	+	TF	+
FBXO16	-	-	-
SQLE	-	-	-
HSD3B6	-	-	-
NSDHL	-	-	-
HSD3B7	-	-	-
HSD3B5	-	-	-
SDR42E1	-	-	-
SIGMAR1	-	-	-
DHCR7	-	-	-
HSD3B3	-	-	-
HSD3B1	-	-	-
HSD3B2	-	-	-
FBXO32	-	-	-
L3MBTL2	+	TcF	+
LRRC41	-	-	-
FBXO6	-	-	-
FBXL21	-	-	-
FBXO2	-	-	-
FBXW8	-	-	-
FBXO44	-	-	-
CAND2	-	-	-
GLMN	-	-	-
DSCC1	-	-	-
IMMT	-	-	-
UPK1B	-	-	-
MTX2	-	-	-
CHCHD6	-	-	-
AASDH	-	-	-
CHCHD3	-	-	-
CYP2D22	-	-	-
ATP5J	-	-	-
ATP5K	-	-	-
SREBF2	+	TF	+
MVK	-	-	-
SC5D	-	-	-
MBTPS2	-	-	-
RPAP3	-	-	-
PIH1D1	-	-	-
MPI	-	-	-
GMPPA	-	-	-
GMPPB	-	-	-
POLR3GL	-	-	-
ACAT1	-	-	-
GLYCAM1	-	-	-
NUBP1	-	-	-
NDOR1	-	-	-
CLDN1	-	-	-
CPT1A	-	-	-
CITED2	+	TcF	+
HES1	+	TF	+
EYA1	+	TcF	-
MAF1	-	-	-
DGAT1	-	-	-
AWAT2	-	-	-
FBXL6	-	-	-
GPAA1	-	-	-
GMDS	-	-	-
ARC	-	-	-
CEP97	-	-	-
CHKB	-	-	-
LRP8	-	-	-
MAP3K10	+	TcF	-
ACR	-	-	-
ALCAM	-	-	-
CD96	-	-	-
MLST8	-	-	-
DCLRE1C	-	-	-
MAPKAP1	-	-	-
PLA2G10	-	-	-
ALOX12B	-	-	-
MRPL38	-	-	-
MRPL39	-	-	-
AMY1	-	-	-
ARL6	-	-	-
ATP8A2	-	-	-
NAF1	-	-	-
CREB5	+	TF	+
TOP3B	-	-	-
PRDM1	+	TF	-
SPAG16	-	-	-
SPAG17	-	-	-
BTNL2	-	-	-
F830045P16RIK	-	-	-
BTN2A2	-	-	-
LTF	-	-	-
TFRC	-	-	-
1300017J02RIK	-	-	-
HFE	-	-	-
SRPRB	-	-	-
ABCC2	-	-	-
DPYSL3	-	-	-
DPYSL4	-	-	-
FRAT2	-	-	-
DPYSL5	-	-	-
DHODH	-	-	-
MYG1	-	-	-
GALNT14	-	-	-
GALNT2	-	-	-
HCLS1	+	-	+
MYLK	-	-	-
ACADL	-	-	-
ACOX3	-	-	-
ALDH3A2	-	-	-
ACADVL	-	-	-
RANBP6	-	-	-
AMICA1	-	-	-
KLKB1	-	-	-
ADIPOQ	-	-	-
EIF2S1	-	-	-
ROBO1	-	-	-
B4GALT1	-	-	-
PROC	-	-	-
CBFA2T2	+	TcF	-
CBFB	+	TF	+
ATP5J2	-	-	-
DMTF1	+	TF	-
4932411N23RIK	+	TF	-
LEPROT	-	-	-
LEPROTL1	-	-	-
IFNGR2	-	-	-
IFNA13	-	-	-
IFNA1	-	-	-
IFNA4	-	-	-
IFNA5	-	-	-
IFNA12	-	-	-
IFNA9	-	-	-
IFNA14	-	-	-
IFNA7	-	-	-
IFNAB	-	-	-
IFNA2	-	-	-
IFNA11	-	-	-
IL10RB	-	-	-
NFS1	-	-	-
CCS	-	-	-
HSCB	-	-	-
PRDX6	-	-	-
PRDX6B	-	-	-
KRT5	-	-	-
KRT10	-	-	-
LMX1A	+	TF	+
EN1	+	TF	+
KIF23	-	-	-
ANLN	-	-	-
KIF20B	-	-	-
PRC1	-	-	-
KIF20A	-	-	-
GPD1	-	-	-
ATF1	+	TF	+
SLC11A2	-	-	-
CYBRD1	-	-	-
HEPH	-	-	-
NDFIP2	-	-	-
NEUROD1	+	TF	+
NR2C1	+	TF	+
NR2C2	+	TF	-
KRT4	-	-	-
MAP3K12	-	-	-
TARBP2	+	-	+
BCCIP	-	-	-
GULO	-	-	-
GBA2	-	-	-
CXCL13	-	-	-
CCR10	-	-	-
BRSK1	-	-	-
BRSK2	-	-	-
PAPOLB	+	-	+
RPP14	-	-	-
POP4	-	-	-
POP5	-	-	-
GRM2	-	-	-
CFH	-	-	-
CFHR1	-	-	-
MASP2	-	-	-
ACY1	-	-	-
GABRR1	-	-	-
CRELD2	-	-	-
UBE2G2	-	-	-
MARCH5	-	-	-
PTPN13	-	-	-
NOS1AP	-	-	-
DLX2	+	TF	+
DLX1	+	TF	+
NFATC4	+	TF	+
NFATC3	+	TF	+
CELSR3	-	-	-
CDCA3	-	-	-
HES7	+	TF	-
NOX3	-	-	-
NCF1	-	-	-
RPS6KA2	-	-	-
GGA2	-	-	-
CTSD	-	-	-
CHD1	+	CRF	+
CLDN6	-	-	-
PLA2G4A	-	-	-
CD2	-	-	-
PPP6C	-	-	-
PPP2R5C	-	-	-
NFKBIE	-	-	-
OGG1	-	-	-
FBXL17	-	-	-
TREM2	-	-	-
PIM1	-	-	-
RNF8	-	-	-
HIST2H2AC	-	-	-
AKR1B10	-	-	-
AKR1B8	-	-	-
GLO1	-	-	-
MUC5AC	-	-	-
MAD1L1	-	-	-
CENPT	-	-	-
EHD3	-	-	-
EHD2	-	-	-
AOX4	-	-	-
AOX3	-	-	-
GDA	-	-	-
YIPF3	-	-	-
AEN	-	-	-
OSBP	-	-	-
PPM1L	-	-	-
VAPA	-	-	-
OSBP2	-	-	-
FSHB	-	-	-
LHB	-	-	-
ECI1	-	-	-
EYA4	+	-	+
PIGF	-	-	-
LMAN1	-	-	-
DCLRE1A	-	-	-
DCLRE1B	-	-	-
GTF2A1L	+	TcF	+
ITPA	-	-	-
IFT140	-	-	-
C2	-	-	-
OLIG2	+	TF	+
RGS11	-	-	-
HOXA9	+	TF	+
CEL	-	-	-
CLPS	-	-	-
LYZL1	-	-	-
LOC100038947	-	-	-
FCRLS	-	-	-
GM5150	-	-	-
MAP3K8	-	-	-
SAP130	+	TcF	-
H2-K1	-	-	-
TAP2	-	-	-
H2-M3	-	-	-
TAP1	-	-	-
ERAP1	-	-	-
WDR46	-	-	-
TFB2M	-	-	-
UTP6	-	-	-
WDR36	-	-	-
WDR3	-	-	-
RPIA	-	-	-
CD8A	-	-	-
PCGF6	+	TcF	+
MAPKAPK3	-	-	-
PCGF5	+	TcF	-
PHC1	-	-	-
PCGF1	+	TcF	-
H2-DMA	-	-	-
H2-DMB2	-	-	-
H2-OA	-	-	-
SCMH1	+	-	+
SPATA24	-	-	-
HYOU1	-	-	-
DNLZ	-	-	-
CYP21A1	-	-	-
ARTN	-	-	-
CFB	-	-	-
C4B	-	-	-
C1QC	-	-	-
C1QB	-	-	-
IWS1	-	-	-
LIMS2	-	-	-
AIF1	-	-	-
LTA	-	-	-
LTB	-	-	-
MUC2	-	-	-
SELL	-	-	-
SELE	-	-	-
F3	-	-	-
CASP9	-	-	-
PTGS2	-	-	-
RELB	+	TF	+
BCL3	+	TcF	+
SELP	-	-	-
CDX2	+	TF	+
EPHA1	-	-	-
EWSR1	+	TcF	+
MBD3	+	TF	+
MTA2	+	TF	+
MTA1	+	TF	+
OTX2	+	TF	+
PBX1	+	TF	+
SPRY3	-	-	-
0610009O20RIK	-	-	-
RPP21	-	-	-
POP1	-	-	-
GABBR1	-	-	-
EREG	-	-	-
YIF1A	-	-	-
IER3IP1	-	-	-
YIF1B	-	-	-
YIPF2	-	-	-
YIPF5	-	-	-
RABAC1	-	-	-
HSD17B4	-	-	-
RBL1	+	TcF	+
SKIL	+	TcF	+
SKI	+	TcF	+
NODAL	-	-	-
GTF2I	+	TF	+
SEC11C	-	-	-
PMAIP1	-	-	-
CIDEA	-	-	-
LOX	-	-	-
SLMO1	-	-	-
SEH1L	-	-	-
MIOS	-	-	-
SEC31B	-	-	-
SEC31A	-	-	-
ALMS1	-	-	-
AQP3	-	-	-
ME2	-	-	-
PRDM16	+	TF	+
RNF111	+	TcF	-
PKNOX1	+	TF	+
MTMR4	-	-	-
MEN1	+	TcF	+
MECOM	+	TF	+
NPR1	-	-	-
NPR2	-	-	-
GNGT1	-	-	-
GUCY2C	-	-	-
GUCY2F	-	-	-
GUCY2D	-	-	-
ATP8B1	-	-	-
ABCB7	-	-	-
FECH	-	-	-
CASP6	-	-	-
H1F0	+	-	+
FBN2	-	-	-
FFAR2	-	-	-
FFAR1	-	-	-
FFAR3	-	-	-
CNDP1	-	-	-
PMPCA	-	-	-
MKS1	-	-	-
CC2D2A	-	-	-
TMEM216	-	-	-
TCTN2	-	-	-
AHI1	-	-	-
TCTN1	-	-	-
CD5	-	-	-
MS4A6B	-	-	-
CUBN	-	-	-
GIF	-	-	-
FERMT3	-	-	-
FLAD1	-	-	-
CCDC86	-	-	-
GAR1	-	-	-
DHX34	-	-	-
DHX33	-	-	-
DDX46	-	-	-
DCAF6	-	-	-
DCAF5	-	-	-
CRBN	-	-	-
DCAF11	-	-	-
DDA1	-	-	-
EXOG	-	-	-
DGKQ	-	-	-
IL6	-	-	-
CSF2RA	-	-	-
CSF2RB2	-	-	-
EBP	-	-	-
DHCR24	-	-	-
RPP30	-	-	-
IL1RL1	-	-	-
TNKS	-	-	-
RNF146	-	-	-
PSMF1	-	-	-
PSME4	-	-	-
TNKS2	-	-	-
ABT1	+	TcF	+
RBM7	-	-	-
GOLGA2	-	-	-
EPHA4	-	-	-
RAB5C	-	-	-
ICMT	-	-	-
RCE1	-	-	-
DOCK8	-	-	-
IMPAD1	-	-	-
GADD45GIP1	-	-	-
DPP3	-	-	-
DKK2	-	-	-
HDAC11	+	CRF	+
IKZF1	+	TF	+
IL18	-	-	-
ARL6IP5	-	-	-
SSSCA1	-	-	-
GORAB	-	-	-
SCYL1	-	-	-
MAP4K2	-	-	-
RPS6KA4	-	-	-
PRDX3	-	-	-
PRDX4	-	-	-
NTSR1	-	-	-
OXTR	-	-	-
NTSR2	-	-	-
GRM5	-	-	-
PPID	-	-	-
NKTR	-	-	-
PPIG	-	-	-
MS4A13	-	-	-
HSPA4L	-	-	-
PRNP	-	-	-
EIF4G2	-	-	-
CYP26A1	-	-	-
RBP4	-	-	-
KCTD19	-	-	-
CYP2C55	-	-	-
CYP2C39	-	-	-
ROBO3	-	-	-
ROBO2	-	-	-
SFXN2	-	-	-
GSR	-	-	-
CASP2	-	-	-
BIRC7	-	-	-
NOP10	-	-	-
GLTSCR2	-	-	-
SHQ1	-	-	-
NOLC1	-	-	-
GFRA1	-	-	-
PNLIPRP1	-	-	-
BTBD1	-	-	-
GPX7	-	-	-
ERO1LB	-	-	-
MTTP	-	-	-
INTS3	-	-	-
INTS4	-	-	-
ETNK1	-	-	-
CHKA	-	-	-
ETNK2	-	-	-
DLX5	+	TF	+
HPS1	-	-	-
DNMBP	-	-	-
CYP2C44	-	-	-
CWF19L1	-	-	-
PEO1	-	-	-
EMX2	+	TF	+
FBXL15	-	-	-
BBS2	-	-	-
LIMD1	+	TcF	-
GOLPH3	-	-	-
DPM1	-	-	-
GOLPH3L	-	-	-
BBS9	-	-	-
BBS5	-	-	-
BBS7	-	-	-
HADHB	-	-	-
TSR1	-	-	-
ABHD12	-	-	-
IKBKAP	+	TcF	-
CTPS2	-	-	-
CDK13	-	-	-
CDK12	-	-	-
PADI4	-	-	-
RAB17	-	-	-
RAB22A	-	-	-
RAB20	-	-	-
MON1A	-	-	-
MON1B	-	-	-
RAB24	-	-	-
RAB31	-	-	-
RABEP1	-	-	-
RABEP2	-	-	-
RDH5	-	-	-
CABLES1	-	-	-
NLE1	-	-	-
CALD1	-	-	-
CHMP5	-	-	-
IL23A	-	-	-
HSD17B6	-	-	-
CYP11B1	-	-	-
CYP11B2	-	-	-
SHMT2	-	-	-
INHBB	-	-	-
INHBA	-	-	-
FOXM1	+	TF	+
BATF	+	TF	+
TSN	-	-	-
TTC4	-	-	-
HDLBP	-	-	-
AVIL	-	-	-
PABPC2	-	-	-
INPP5A	-	-	-
ALDH3B1	-	-	-
ALDH3B2	-	-	-
SYCE1	-	-	-
ALDH2	-	-	-
SIRT3	+	-	+
COX7A1	-	-	-
CD81	-	-	-
IFITM2	-	-	-
IRF6	+	TF	+
H6PD	-	-	-
PFKM	-	-	-
PGD	-	-	-
PFKP	-	-	-
G6PD2	-	-	-
CHM	-	-	-
CES1D	-	-	-
CES1E	-	-	-
CES1C	-	-	-
CES2A	-	-	-
CES2E	-	-	-
CES2G	-	-	-
CES2C	-	-	-
CES2B	-	-	-
CES2H	-	-	-
PHKA2	-	-	-
PHKG1	-	-	-
PHKB	-	-	-
PHKA1	-	-	-
PABPC5	-	-	-
PABPC4L	-	-	-
TK1	-	-	-
DUT	-	-	-
CWC22	-	-	-
NPTX1	-	-	-
RHEB	-	-	-
ANGPTL7	-	-	-
PRR5L	-	-	-
AKT1S1	-	-	-
RICTOR	-	-	-
DEPTOR	-	-	-
MKLN1	-	-	-
MARK1	-	-	-
FUCA1	-	-	-
USP16	+	TcF	-
UQCRC1	-	-	-
FXN	-	-	-
HAT1	-	-	-
RBL2	+	TcF	+
SEC11A	-	-	-
PIGP	-	-	-
RAB40C	-	-	-
NUDT5	-	-	-
PRPS1L3	-	-	-
HADH	-	-	-
CTF1	-	-	-
IL11	-	-	-
CNTF	-	-	-
DCTD	-	-	-
TK2	-	-	-
TFDP1	+	TF	+
CEP152	-	-	-
LY96	-	-	-
EXOSC7	-	-	-
EXOSC4	-	-	-
EXOSC5	-	-	-
NCAM1	-	-	-
CCL1	-	-	-
CHL1	-	-	-
HOMER2	-	-	-
ISCU	-	-	-
CASP12	-	-	-
MAP3K2	-	-	-
UBE2D3	-	-	-
XAF1	-	-	-
UBE2D2A	-	-	-
THOC2	-	-	-
FAM175A	-	-	-
FAM175B	-	-	-
KLF10	+	TF	+
CASP4	-	-	-
NPW	-	-	-
NPB	-	-	-
ATG16L1	-	-	-
RDH10	-	-	-
SYNE1	-	-	-
SYNE2	-	-	-
MSC	+	TF	+
SSR3	-	-	-
SSR2	-	-	-
RBM17	-	-	-
HTATSF1	-	-	-
HAMP	-	-	-
TFB1M	-	-	-
WDR43	-	-	-
CD80	-	-	-
RPF1	-	-	-
WDR12	-	-	-
RBM34	-	-	-
RRP1	-	-	-
UTP18	-	-	-
RRS1	-	-	-
RRP1B	-	-	-
DDX51	-	-	-
ESF1	-	-	-
DNTTIP2	-	-	-
RHOT1	-	-	-
NLK	+	TcF	-
BLZF1	+	-	+
KHDRBS2	-	-	-
IL1R2	-	-	-
B3GAT2	-	-	-
EIF5	-	-	-
MRPL30	-	-	-
ASNSD1	-	-	-
OSGEPL1	-	-	-
MSTN	-	-	-
IRF9	+	TF	+
INPP4A	-	-	-
CNGA3	-	-	-
SLA2	+	-	+
PTPN22	-	-	-
WAS	-	-	-
UBASH3A	-	-	-
FYB	-	-	-
SLA	-	-	-
CFC1	-	-	-
PSTPIP1	-	-	-
CYP27A1	-	-	-
RNF25	-	-	-
BCS1L	-	-	-
PLCD4	-	-	-
CXCL5	-	-	-
CXCL15	-	-	-
CXCL3	-	-	-
CXCL1	-	-	-
CXCL2	-	-	-
PARP2	-	-	-
LIG3	-	-	-
ABCB6	-	-	-
DOPEY1	-	-	-
DOPEY2	-	-	-
MGMT	-	-	-
METTL8	-	-	-
NCL	-	-	-
PDE6D	-	-	-
NPPC	-	-	-
MRPL44	-	-	-
MRPL37	-	-	-
CHRNB2	-	-	-
CHRNA6	-	-	-
CHRNB1	-	-	-
CHRNA4	-	-	-
GIGYF2	-	-	-
MLPH	-	-	-
LYRM4	-	-	-
UBXN4	-	-	-
F13B	-	-	-
MARCO	-	-	-
CD69	-	-	-
H2-AB1	-	-	-
H2-EB1	-	-	-
LGALS1	-	-	-
NR5A2	+	TF	+
DDX59	-	-	-
GPR37L1	-	-	-
PHF20	+	CRF	+
AMBRA1	-	-	-
PYGO2	+	CRF	-
NWD1	-	-	-
MYOG	+	TF	+
ISL2	+	TF	+
MARCH2	-	-	-
LAMC2	-	-	-
RGL1	-	-	-
TFAM	+	TF	-
EFCAB2	-	-	-
CENPB	+	TcF	+
RGS7	-	-	-
PRICKLE2	-	-	-
VANGL2	-	-	-
MAGI3	-	-	-
PRICKLE3	-	-	-
MPC1	-	-	-
XCL1	-	-	-
ATP1B1	-	-	-
ATP1A2	-	-	-
ATP1A3	-	-	-
ATP1A4	-	-	-
FUT7	-	-	-
GLG1	-	-	-
SCYL3	-	-	-
ANGPTL1	-	-	-
ABI2	-	-	-
NPHS2	-	-	-
SMYD2	-	-	-
PTPN14	-	-	-
CEP250	-	-	-
DTL	-	-	-
BATF3	+	TF	+
HSPA14	-	-	-
DUSP12	-	-	-
SEPHS1	-	-	-
ACSL6	-	-	-
CYP7B1	-	-	-
CYP8B1	-	-	-
ENKUR	-	-	-
KIF4	-	-	-
ALDH9A1	-	-	-
FMO3	-	-	-
TNFRSF4	-	-	-
PPL	-	-	-
TNNC2	-	-	-
TNNC1	-	-	-
PTF1A	+	TF	+
CYP11A1	-	-	-
ORC3	-	-	-
ENSA	-	-	-
ARPP19	-	-	-
ALDH1B1	-	-	-
ALDH7A1	-	-	-
COQ4	-	-	-
ALG5	-	-	-
ALG1	-	-	-
NGFRAP1	-	-	-
CDKN1C	-	-	-
KLHL14	-	-	-
TOR1A	-	-	-
SH3GLB2	-	-	-
SH3GLB1	-	-	-
FBXW2	-	-	-
DNAJC10	-	-	-
DNAJC1	+	TF	-
ERP29	-	-	-
KYNU	-	-	-
KMO	-	-	-
AADAT	-	-	-
IDO2	-	-	-
C3AR1	-	-	-
TRAF1	-	-	-
GRB14	-	-	-
HEYL	+	TF	+
DLK1	-	-	-
ETV6	+	TF	+
CNTN6	-	-	-
DLL3	-	-	-
ISL1	+	TF	+
TNFRSF9	-	-	-
TRADD	-	-	-
TNIK	-	-	-
BSN	-	-	-
DAPK1	-	-	-
DSG1A	-	-	-
DLG2	-	-	-
DLGAP1	-	-	-
ARRDC1	-	-	-
GALNT3	-	-	-
NUP35	-	-	-
DUSP19	-	-	-
GFER	-	-	-
CLP1	-	-	-
F7	-	-	-
F10	-	-	-
CD151	-	-	-
LPCAT4	-	-	-
EIF3L	-	-	-
HIPK3	+	TcF	-
FBXO3	-	-	-
CAT	-	-	-
EXT2	-	-	-
EXT1	-	-	-
SLC12A1	-	-	-
GALK2	-	-	-
MEIS2	+	TF	+
PEX16	-	-	-
DUOX2	-	-	-
ANXA5	-	-	-
ERP27	-	-	-
H2-Q10	-	-	-
FKBP2	-	-	-
LRP4	-	-	-
ADAM12	-	-	-
HAO1	-	-	-
KCNK2	-	-	-
UBR1	-	-	-
UBE2U	-	-	-
CCT8L1	-	-	-
BBS12	-	-	-
HSPE1	-	-	-
CAPN3	-	-	-
LTK	-	-	-
RTF1	-	-	-
A	-	-	-
HGFAC	-	-	-
PRSS8	-	-	-
SPINT1	-	-	-
PALB2	-	-	-
CCNO	-	-	-
ING1	+	-	+
MUTYH	-	-	-
DDX1	-	-	-
SPRED1	-	-	-
CRLS1	-	-	-
HIBCH	-	-	-
METTL17	-	-	-
MRPS35	-	-	-
NPHP1	-	-	-
SUCO	-	-	-
RAB9B	-	-	-
TGFBRAP1	-	-	-
RAB9	-	-	-
SKIV2L	-	-	-
UPF1	+	-	+
TTC37	-	-	-
ANGPT4	-	-	-
NUSAP1	-	-	-
PDRG1	-	-	-
CDK5RAP1	-	-	-
AAAS	-	-	-
NUPL2	-	-	-
MYCBP2	-	-	-
ATP9A	-	-	-
DOK5	-	-	-
KLHL8	-	-	-
GID4	-	-	-
MAP1LC3A	-	-	-
MOCS3	-	-	-
EPB4.1L1	-	-	-
CADM3	-	-	-
LIN52	-	-	-
ERAS	-	-	-
SEC61G	-	-	-
ORAI1	-	-	-
IL21	-	-	-
NAA15	+	-	+
STIM1	-	-	-
DHX36	-	-	-
IFT80	-	-	-
IFT57	-	-	-
ETFDH	-	-	-
ACE2	-	-	-
SPCS1	-	-	-
SPCS3	-	-	-
PTX3	-	-	-
TAL1	+	TF	+
TRIM33	+	CRF	+
POU1F1	+	TF	-
CASQ2	-	-	-
HSD17B3	-	-	-
CYP2C38	-	-	-
CYP2C37	-	-	-
CYP2C54	-	-	-
CYP2D40	-	-	-
CYP2C70	-	-	-
CYP2D12	-	-	-
CYP2D10	-	-	-
CYP2B23	-	-	-
CYP2B19	-	-	-
CYP2C66	-	-	-
CYP2C65	-	-	-
CYP2D9	-	-	-
CYP2C68	-	-	-
CYP2D34	-	-	-
CYP2C40	-	-	-
CYP2D11	-	-	-
HAO2	-	-	-
GPSM2	-	-	-
AHCYL1	-	-	-
LCE1A2	-	-	-
LCE1A1	-	-	-
LCE1B	-	-	-
NPPA	-	-	-
INTS12	+	-	+
CRTC2	-	-	-
CREB3L4	+	TF	+
SASS6	-	-	-
HEXIM1	+	-	+
TLR1	-	-	-
SPG7	-	-	-
NOD2	-	-	-
CCDC109B	-	-	-
LRAT	-	-	-
SNX7	-	-	-
AFMID	-	-	-
GLRB	-	-	-
ANPEP	-	-	-
PTGFR	-	-	-
IFI44	-	-	-
RGL3	-	-	-
LAMTOR1	-	-	-
LAMTOR2	-	-	-
NTF5	-	-	-
NTF3	-	-	-
CHD1L	-	-	-
GCLC	-	-	-
GCLM	-	-	-
ABCD2	-	-	-
RFX5	+	TF	+
NOVA2	-	-	-
AZIN1	-	-	-
RORA	+	TF	+
RORB	+	TF	+
NR1D2	+	TF	+
DDX3Y	-	-	-
DDX4	-	-	-
METAP1	-	-	-
DAPP1	-	-	-
RDH11	-	-	-
CALB1	-	-	-
LAMA2	-	-	-
UBXN2B	-	-	-
NSMAF	-	-	-
BMP8A	-	-	-
PPP3CC	-	-	-
PPP3CB	-	-	-
AICDA	-	-	-
XPA	-	-	-
EIF4E3	-	-	-
GNE	-	-	-
CMAS	-	-	-
ERP44	-	-	-
TEX10	-	-	-
AMBP	-	-	-
NLRP3	-	-	-
TXN1	-	-	-
ACAN	-	-	-
DEGS1	-	-	-
UGCG	-	-	-
SNX30	-	-	-
RPSA	-	-	-
SERBP1	-	-	-
RSRC1	-	-	-
ALAD	-	-	-
CHRAC1	-	-	-
BAZ1A	+	CRF	+
SMU1	-	-	-
B3GALT1	-	-	-
BROX	-	-	-
AQP7	-	-	-
CMSS1	-	-	-
ELP5	-	-	-
ELP4	-	-	-
VCP	-	-	-
VAPB	-	-	-
UBXN11	-	-	-
UBXN1	-	-	-
SVIP	-	-	-
SEL1L2	-	-	-
ANKZF1	-	-	-
FAH	-	-	-
RIMS2	-	-	-
NPPB	-	-	-
SNAPC3	+	-	+
PSIP1	+	TcF	+
ADAM9	-	-	-
DENND1A	-	-	-
SH3GL2	-	-	-
BTF3L4	-	-	-
B3GNT5	-	-	-
UNC45A	-	-	-
USP1	-	-	-
CYP2J5	-	-	-
CYP2J13	-	-	-
AKTIP	-	-	-
IFT74	-	-	-
NANOS3	-	-	-
NANOS1	-	-	-
ECI2	-	-	-
CPT2	-	-	-
CPT1B	-	-	-
KCNQ3	-	-	-
PANK4	-	-	-
PPCDC	-	-	-
RRAGC	-	-	-
RRAGB	-	-	-
RRAGA	-	-	-
BNIP2	-	-	-
ARHGAP24	-	-	-
ARHGAP22	-	-	-
ARHGAP25	-	-	-
TCEB2	+	-	+
HMGCL	-	-	-
UROD	-	-	-
CPOX	-	-	-
HMBS	-	-	-
MMACHC	-	-	-
INPP4B	-	-	-
CYP4A10	-	-	-
LMO2	+	-	+
TAS1R2	-	-	-
PLA2G5	-	-	-
ALG9	-	-	-
B3GNTL1	-	-	-
ALG10B	-	-	-
D230025D16RIK	-	-	-
IFT88	-	-	-
PTPN12	-	-	-
HPCA	-	-	-
CBX6	+	CRF	+
SDAD1	-	-	-
WDR18	-	-	-
ROCK1	-	-	-
CSF3	-	-	-
RAB27A	-	-	-
GRIK3	-	-	-
HGF	-	-	-
LGR6	-	-	-
RSPO1	-	-	-
LGR4	-	-	-
RNF43	-	-	-
PCLO	-	-	-
CLNK	-	-	-
FARP2	-	-	-
ATXN7L1	-	-	-
SURF6	-	-	-
CCNY	-	-	-
DNAJC2	+	TF	+
CAMKK2	-	-	-
TAS1R1	-	-	-
TRHR	-	-	-
UTS2	-	-	-
PROKR2	-	-	-
PROKR1	-	-	-
QRFPR	-	-	-
TBXA2R	-	-	-
EFCAB6	-	-	-
CABLES2	-	-	-
DFFA	-	-	-
NMNAT1	-	-	-
NADSYN1	-	-	-
TOMM7	-	-	-
ORC5	-	-	-
DFFB	-	-	-
LLGL1	-	-	-
NUMBL	-	-	-
LLGL2	-	-	-
CCNL2	-	-	-
