node	isRegulator	AnimalTFDB	RegNetwork
BIK	-	-	-
GORASP2	-	-	-
SVS4	-	-	-
SVS2	-	-	-
SVS1	-	-	-
RBPJL	+	TF	+
CTBP2	+	TcF	-
SDC1	-	-	-
SDC4	-	-	-
SDC3	-	-	-
AGRN	-	-	-
RND3	-	-	-
MED12	+	TcF	+
BAP1	-	-	-
PRICKLE1	-	-	-
CASC3	-	-	-
2610020H08RIK	-	-	-
DIS3	-	-	-
EXOSC1	-	-	-
DROSHA	-	-	-
DDX60	-	-	-
DIS3L	-	-	-
DIS3L2	-	-	-
STK4	-	-	-
PYY	-	-	-
APBA1	-	-	-
LIN7C	-	-	-
HC	-	-	-
TRAF4	-	-	-
TGFB1I1	+	TcF	+
FTH1	-	-	-
INVS	-	-	-
CACNB1	-	-	-
MMP24	-	-	-
MMP16	-	-	-
RECK	-	-	-
SUMO3	-	-	-
SMC6	-	-	-
SMARCD2	+	CRF	+
SMC1B	-	-	-
SMC3	-	-	-
TOP2B	+	-	+
OLA1	-	-	-
MAT1A	-	-	-
SMC1A	-	-	-
SMC4	-	-	-
TOP2A	-	-	-
SMC5	-	-	-
SMARCC1	+	TF	+
MAT2A	-	-	-
SMARCE1	+	TF	+
SMC2	-	-	-
SMARCC2	+	TF	+
TOP1	-	-	-
NCAPH	-	-	-
SUMO2	-	-	-
IGFBP4	-	-	-
PCGF2	+	CRF	+
SUZ12	+	CRF	+
RING1	+	TcF	+
CBX2	+	CRF	-
CBX8	+	CRF	+
PHF19	+	CRF	-
SETD7	+	TcF	-
E130012A19RIK	-	-	-
RNF2	+	TcF	+
MTF2	+	CRF	+
AEBP2	+	TF	+
EED	+	CRF	+
EZH1	+	CRF	+
CBX7	+	CRF	+
RAB11B	-	-	-
UTY	-	-	-
KDM6B	-	-	-
TCEB1	+	-	+
HIPK2	+	TcF	-
HNF1A	+	TF	+
DDX58	-	-	-
HBEGF	-	-	-
DHX58	-	-	-
ALS2	-	-	-
IFT52	-	-	-
MYBL2	+	TF	+
IKZF2	+	TF	+
E2F5	+	TF	+
LIN54	+	TcF	-
MELK	-	-	-
E2F2	+	TF	+
LIN9	-	-	-
E2F3	+	TF	+
SGK2	-	-	-
PTGES2	-	-	-
LSS	-	-	-
FDFT1	-	-	-
NCF2	-	-	-
NCKAP1	-	-	-
PARD6B	-	-	-
IQGAP2	-	-	-
PARD6G	-	-	-
IQGAP3	-	-	-
ARFIP2	-	-	-
PRKCI	-	-	-
INTS2	-	-	-
CPSF3L	-	-	-
BC048507	-	-	-
CRY2	-	-	-
CEP164	-	-	-
MAFG	+	TF	+
MAFK	+	TF	+
MAFF	+	TF	+
BACH2	+	TF	+
PICK1	-	-	-
GRIA4	-	-	-
GRIA2	-	-	-
GRIA3	-	-	-
EPHB2	-	-	-
GRIP1	+	TcF	-
GRM7	-	-	-
LHX9	+	TF	+
UCHL5	-	-	-
PSMD6	-	-	-
TXNL1	-	-	-
NFRKB	+	-	+
SAV1	-	-	-
RASSF3	-	-	-
RASSF5	-	-	-
RASSF2	-	-	-
RASSF1	-	-	-
BMPR2	-	-	-
SALL4	+	TF	+
AGPAT4	-	-	-
AGPAT2	-	-	-
AGPAT1	-	-	-
LCLAT1	-	-	-
ARF1	-	-	-
PFN1	-	-	-
CAP2	-	-	-
CAP1	-	-	-
ENAH	-	-	-
PRPF18	-	-	-
PRPF4B	+	-	+
YWHAB	+	TcF	-
RIN1	-	-	-
TSC1	-	-	-
RAP1GAP2	-	-	-
KIDINS220	-	-	-
YAP1	+	TcF	-
MDM4	+	CRF	+
EPB4.1L3	-	-	-
RAPGEF1	-	-	-
TSC2	-	-	-
MAPT	-	-	-
RAP1GAP	-	-	-
USP32	-	-	-
TBC1D4	-	-	-
RASSF6	-	-	-
SEPT4	-	-	-
SEPT2	-	-	-
DRG2	-	-	-
DRG1	-	-	-
DHX40	-	-	-
NOS2	-	-	-
ARG1	-	-	-
ARG2	-	-	-
GUCY1B3	-	-	-
GUCY1A3	-	-	-
GUCY1A2	-	-	-
ATP2A1	-	-	-
MYH1	-	-	-
ARPC5	-	-	-
ARPC4	-	-	-
MYH2	-	-	-
ADORA2B	-	-	-
HMGXB4	+	TF	+
BPTF	+	TcF	-
GPS2	+	TcF	-
DACH2	+	-	+
DACH1	+	-	+
NCOA3	+	TcF	+
CBFA2T3	+	TcF	+
CBX4	+	CRF	+
A3GALT2	-	-	-
CWC25	-	-	-
CACNG2	-	-	-
CRIPT	-	-	-
DLG1	-	-	-
SLC2A4	-	-	-
ASPSCR1	-	-	-
CAV3	-	-	-
GAPDH	-	-	-
PPARGC1A	+	TcF	+
BNIP3L	-	-	-
ATG3	-	-	-
ATG4C	-	-	-
ATG7	-	-	-
ATG12	-	-	-
ATG5	-	-	-
ATG4D	-	-	-
CLDN7	-	-	-
G3BP1	-	-	-
CAPRIN1	-	-	-
LEFTY1	-	-	-
F13A1	-	-	-
LEFTY2	-	-	-
GLDC	-	-	-
SHMT1	-	-	-
AGXT	-	-	-
FPGS	-	-	-
PSPH	-	-	-
GCSH	-	-	-
CBS	-	-	-
MTHFR	-	-	-
MTHFD2L	-	-	-
MTR	-	-	-
SARDH	-	-	-
PDLIM4	+	-	+
MBIP	-	-	-
POLE3	-	-	-
CECR2	+	CRF	-
MYL4	-	-	-
PDXK	-	-	-
COG1	-	-	-
COPB1	-	-	-
ARCN1	-	-	-
COPB2	-	-	-
COPG2	-	-	-
COPE	-	-	-
COPA	-	-	-
DCTN2	-	-	-
DCTN3	-	-	-
DCTN5	-	-	-
DCTN6	-	-	-
ACTR1B	-	-	-
PEX12	-	-	-
PEX11A	-	-	-
PEX11B	-	-	-
PEX10	-	-	-
NDEL1	-	-	-
DISC1	-	-	-
TNFSF13	-	-	-
TNFRSF17	-	-	-
ALG6	-	-	-
ATP5G3	-	-	-
ATP5F1	-	-	-
LHX5	+	TF	+
NARS	-	-	-
NF2	-	-	-
MRPL45	-	-	-
CIITA	+	TcF	+
IFNA6	-	-	-
GBP2	-	-	-
PDZK1	-	-	-
ALOX12E	-	-	-
CXCL16	-	-	-
ALOX15	-	-	-
CCL6	-	-	-
CCL28	-	-	-
CCL19	-	-	-
CCL4	-	-	-
YWHAE	-	-	-
MARK3	-	-	-
MARK2	-	-	-
HOXB1	+	TF	+
GRP	-	-	-
MEPCE	-	-	-
PPIH	-	-	-
GGA3	-	-	-
CRYAA	-	-	-
FIS1	-	-	-
FBXW11	-	-	-
DNM1L	-	-	-
PLOD1	-	-	-
DYNLL2	-	-	-
STRN4	-	-	-
MED7	+	TcF	-
MED8	+	-	+
ALDH3A1	-	-	-
CCL9	-	-	-
ISYNA1	-	-	-
IMPA2	-	-	-
IMPA1	-	-	-
CSL	-	-	-
MDH1	-	-	-
IDH2	-	-	-
RNF145	-	-	-
BRD7	+	CRF	+
AP2S1	-	-	-
DACT1	-	-	-
TECR	-	-	-
LRGUK	-	-	-
DSG4	-	-	-
RNF31	-	-	-
RBCK1	+	-	+
CYP19A1	-	-	-
HSD17B1	-	-	-
MND1	-	-	-
NOXA1	-	-	-
PSME3	-	-	-
UBE2O	-	-	-
WDR26	-	-	-
COPS3	-	-	-
BC005561	-	-	-
NTS	-	-	-
NPFF	-	-	-
PLCB3	-	-	-
NMB	-	-	-
EDN3	-	-	-
P2RY1	-	-	-
PTGER1	-	-	-
NMU	-	-	-
CCK	-	-	-
AVP	-	-	-
P2RY2	-	-	-
PLCB4	-	-	-
HTR2C	-	-	-
PMCH	-	-	-
HCRT	-	-	-
NMS	-	-	-
PLCB2	-	-	-
PLCB1	-	-	-
ARHGEF25	-	-	-
SNW1	+	TcF	-
PPIE	-	-	-
SYF2	-	-	-
TFIP11	-	-	-
ISY1	-	-	-
ICAM5	-	-	-
CD27	-	-	-
COPS4	-	-	-
DDIT4	-	-	-
TBK1	-	-	-
PTTG1	+	TcF	+
SREBF1	+	TF	+
PER1	+	-	+
TRAF3	-	-	-
SPTLC1	-	-	-
TKT	-	-	-
FBXL3	-	-	-
JOSD1	-	-	-
PRKDC	+	TcF	-
TMBIM6	-	-	-
KRT18	-	-	-
POLH	-	-	-
TELO2	-	-	-
SNCAIP	-	-	-
PSAT1	-	-	-
ANXA1	-	-	-
OTUB1	-	-	-
PDCD4	-	-	-
SCD2	-	-	-
RABGEF1	-	-	-
MYL6B	-	-	-
HPRT	-	-	-
TRIP12	-	-	-
PARP1	+	-	+
HSPA5	-	-	-
PSMD5	-	-	-
LMNA	-	-	-
RNF11	-	-	-
TMEM59	-	-	-
CTPS	-	-	-
SFPQ	+	-	+
TMUB1	-	-	-
MFN2	-	-	-
RNF4	+	TcF	+
DHX15	-	-	-
RCHY1	-	-	-
RPN1	-	-	-
TRIM21	+	-	+
RRM1	-	-	-
ACSL4	-	-	-
NONO	+	TcF	+
SPRTN	-	-	-
IREB2	-	-	-
PYGB	-	-	-
GGA1	-	-	-
MYO6	-	-	-
SKP1A	-	-	-
2810417H13RIK	-	-	-
ATP1A1	-	-	-
HERC3	-	-	-
SLC7A5	-	-	-
SPG20	-	-	-
UBAC2	-	-	-
UBASH3B	-	-	-
MCL1	-	-	-
SIAH1A	-	-	-
HECTD1	-	-	-
EIF5A	-	-	-
GPI1	-	-	-
HNRNPL	-	-	-
SFN	-	-	-
FASN	-	-	-
SETD8	+	CRF	-
MIB1	-	-	-
EEF1A2	-	-	-
HIST1H2BA	-	-	-
RCAN1	-	-	-
ADRB2	+	TcF	-
KEAP1	-	-	-
PARK2	-	-	-
PHGDH	-	-	-
PER2	+	-	+
GCN1L1	-	-	-
STAMBP	-	-	-
PYGL	-	-	-
NFKB2	+	TF	+
H2AFJ	-	-	-
HSPH1	-	-	-
SLC25A3	-	-	-
RFWD2	-	-	-
RNF114	-	-	-
TANK	-	-	-
HTT	+	-	+
REST	+	TF	+
HSPA2	-	-	-
IMPDH2	-	-	-
NFE2L1	+	TF	+
TMEFF2	-	-	-
TARDBP	+	-	+
PML	+	TcF	+
NSFL1C	-	-	-
HTRA2	-	-	-
CALCOCO2	-	-	-
MARCH6	-	-	-
MFN1	-	-	-
AUP1	-	-	-
RAB7	-	-	-
SKP2	-	-	-
CCDC50	-	-	-
SRP72	-	-	-
CTTN	-	-	-
NBR1	-	-	-
CDK5RAP3	-	-	-
ANKRD13A	-	-	-
FAF1	-	-	-
UBA2	-	-	-
AKR1B3	-	-	-
TRP73	+	TF	+
FUBP1	-	-	-
TRIM25	+	-	+
SLC1A5	-	-	-
HIST1H2BM	-	-	-
DIABLO	-	-	-
PGAM5	-	-	-
TNK2	-	-	-
TRP63	+	TF	+
RPN2	-	-	-
POLI	-	-	-
MSN	-	-	-
EEF1B2	-	-	-
PPIA	-	-	-
NUMB	-	-	-
COMMD1	-	-	-
RNF168	-	-	-
ARIH1	-	-	-
NAP1L1	-	-	-
PFKFB3	-	-	-
TPI1	-	-	-
ATXN10	-	-	-
SYNCRIP	-	-	-
AP4M1	-	-	-
HAUS4	-	-	-
HAUS1	-	-	-
HAUS5	-	-	-
HAUS2	-	-	-
PLIN3	-	-	-
PLIN5	-	-	-
CALR3	-	-	-
NME3	-	-	-
NME4	-	-	-
CSTF3	-	-	-
CSTF2	-	-	-
NME6	-	-	-
NME5	-	-	-
NME7	-	-	-
NME2	+	-	+
GCGR	-	-	-
PTH2R	-	-	-
AVPR2	-	-	-
GLP2R	-	-	-
ADCYAP1R1	-	-	-
GHRHR	-	-	-
SCTR	-	-	-
CALCR	-	-	-
CRHR1	-	-	-
GIPR	-	-	-
NPS	-	-	-
GLP1R	-	-	-
FBXO5	-	-	-
CDC26	-	-	-
HEMK1	-	-	-
MTRF1L	-	-	-
ATF3	+	TF	+
CHD5	+	-	+
GATAD2A	+	-	+
HEY2	+	TF	+
HEY1	+	TF	+
TRMT11	-	-	-
SEC62	-	-	-
SEC61A1	-	-	-
SEC61B	-	-	-
SEC61A2	-	-	-
ATN1	+	TcF	-
SNX3	-	-	-
ADAT2	-	-	-
PEX13	-	-	-
ABCD3	-	-	-
ASAH1	-	-	-
SGPP2	-	-	-
SMPD1	-	-	-
SMPD2	-	-	-
ASAH2	-	-	-
ANKRD27	-	-	-
WASF1	-	-	-
SRGAP3	-	-	-
GTF3C1	+	-	+
REV1	-	-	-
POLD3	-	-	-
IL17RC	-	-	-
KIF1A	-	-	-
TNF	+	-	+
PERP	-	-	-
DPYD	-	-	-
GOPC	-	-	-
CRIM1	-	-	-
NARS2	-	-	-
NMBR	-	-	-
AIM1	-	-	-
ECHDC1	-	-	-
NPFFR1	-	-	-
HTR2B	-	-	-
HCRTR1	-	-	-
GRPR	-	-	-
NPFFR2	-	-	-
KISS1R	-	-	-
HTR2A	-	-	-
LTB4R2	-	-	-
LTB4R1	-	-	-
HCRTR2	-	-	-
LIN7A	-	-	-
LIMS1	-	-	-
SMTN	-	-	-
LMNB1	-	-	-
TTBK2	-	-	-
CYR61	-	-	-
CENPC1	-	-	-
CNBP	-	-	-
ZW10	-	-	-
PMF1	+	TcF	-
NSL1	-	-	-
HUWE1	-	-	-
UBE2D1	-	-	-
BARD1	+	-	+
MYLIP	-	-	-
SIAH2	+	TcF	-
SMAD1	+	TF	+
UBE2C	-	-	-
PSMD9	+	TcF	-
HIF3A	+	-	+
CNOT4	-	-	-
FZR1	-	-	-
CDC23	-	-	-
BORA	-	-	-
CCNB3	-	-	-
ATP2B1	-	-	-
IKBIP	-	-	-
EXOSC8	-	-	-
HBS1L	-	-	-
MEIS1	+	TF	+
MAF	+	TF	+
CEP192	-	-	-
CEP57	-	-	-
CEP63	-	-	-
CEP76	-	-	-
ADCY10	-	-	-
GNAZ	-	-	-
STX4A	-	-	-
IL20	-	-	-
POLR2K	+	-	+
RNPC3	-	-	-
LAMC3	-	-	-
NTN4	-	-	-
DCC	+	TcF	-
SOCS2	-	-	-
NUAK1	-	-	-
BHLHE41	+	TF	+
CLOCK	+	TF	+
ARNTL2	+	TF	-
EFEMP1	-	-	-
CNPY3	-	-	-
CCDC53	-	-	-
A230046K03RIK	-	-	-
GNPTAB	-	-	-
SYCP1	-	-	-
SYCE2	-	-	-
NAMPT	-	-	-
DYRK1A	-	-	-
KAT8	+	CRF	-
SETD1A	-	-	-
HIC1	+	TF	+
RPS19BP1	-	-	-
HIST1H1B	+	-	+
RRP8	-	-	-
DOT1L	+	CRF	+
BCL11A	+	TF	+
SETD1B	-	-	-
HNRNPH3	-	-	-
DDX50	-	-	-
PF4	-	-	-
HKDC1	-	-	-
TAC2	-	-	-
TAC1	-	-	-
SAR1A	-	-	-
ATP5G1	-	-	-
ATP5G2	-	-	-
D1PAS1	-	-	-
NLRP4F	-	-	-
AZI2	-	-	-
NLRP4C	-	-	-
NLRP4A	-	-	-
NLRP4E	-	-	-
KRI1	-	-	-
KLHDC4	-	-	-
NHP2	-	-	-
EGF	-	-	-
AREG	-	-	-
BTC	-	-	-
USP15	-	-	-
USP10	-	-	-
PCSK4	-	-	-
PCSK1	-	-	-
PCSK2	-	-	-
MBTPS1	-	-	-
RAB21	-	-	-
LGR5	-	-	-
NDUFS7	-	-	-
NDUFS6	-	-	-
NDUFS4	-	-	-
NDUFS5	-	-	-
NDUFA3	-	-	-
KCNMB1	-	-	-
UQCR11	-	-	-
COX7B	-	-	-
COX8A	-	-	-
NDUFV1	-	-	-
NDUFV3	-	-	-
UQCR10	-	-	-
NDUFS8	-	-	-
NDUFB2	-	-	-
COX7C	-	-	-
BBS1	-	-	-
FRS2	-	-	-
ING5	+	CRF	-
MLLT10	+	-	+
ING4	+	CRF	+
WDR38	-	-	-
EPC2	+	TcF	-
ATP8B3	-	-	-
RPP38	-	-	-
LSM11	-	-	-
SLBP	-	-	-
CCNG1	-	-	-
HIPK1	+	TcF	-
CDKN2A	-	-	-
CCNG2	-	-	-
CHEK2	-	-	-
CDKN2B	-	-	-
ARRB1	+	TcF	-
AP3B1	-	-	-
AP3D1	-	-	-
AP3B2	-	-	-
PCSK5	-	-	-
PCSK7	-	-	-
PCSK6	-	-	-
PRMT2	+	TcF	-
HMG20B	+	TF	+
NFIC	+	TF	+
HCFC2	+	TcF	-
CREB3	+	TF	+
SYMPK	-	-	-
WDR33	-	-	-
CXXC1	+	CRF	+
RBBP5	+	CRF	-
WDR82	-	-	-
SSU72	-	-	-
RBBP6	-	-	-
CPSF4	-	-	-
DIDO1	+	-	+
CSTF2T	-	-	-
CPSF4L	-	-	-
FIP1L1	-	-	-
WDR5	+	CRF	-
SENP5	-	-	-
SENP2	-	-	-
SENP1	-	-	-
SENP6	-	-	-
SENP7	-	-	-
PAPOLG	+	-	+
PFKL	-	-	-
PFKFB4	-	-	-
PFKFB2	-	-	-
HK1	-	-	-
XPO1	-	-	-
RCC1	-	-	-
TLK1	-	-	-
RCC2	-	-	-
VPS37B	-	-	-
SNUPN	-	-	-
ANP32A	-	-	-
UBE2Z	-	-	-
SET	-	-	-
CREM	+	TF	+
TNFSF12	-	-	-
FSTL3	-	-	-
POLRMT	-	-	-
HCN2	-	-	-
LCMT1	-	-	-
ERN2	-	-	-
ANGPT2	-	-	-
CNOT3	+	TcF	+
CNOT1	+	TcF	-
CNOT10	-	-	-
CNOT2	+	TcF	+
GFPT2	-	-	-
MAPK8IP2	-	-	-
IRS2	-	-	-
MAPK8IP1	+	TcF	-
IRS4	-	-	-
APLP2	-	-	-
MAPK8IP3	-	-	-
RAB4A	-	-	-
RAD50	-	-	-
NBN	-	-	-
PIF1	-	-	-
MDC1	-	-	-
UBE2B	+	CRF	-
KREMEN1	-	-	-
FABP6	-	-	-
UMPS	-	-	-
UCK2	-	-	-
CDA	-	-	-
UCKL1	-	-	-
DHX16	-	-	-
RBM22	-	-	-
DHX35	-	-	-
DHX32	-	-	-
DQX1	-	-	-
PPIL3	-	-	-
NOC3L	-	-	-
EIF3M	-	-	-
GNL2	-	-	-
MAK16	-	-	-
PAK1IP1	-	-	-
DDX55	-	-	-
NAP1L4	+	-	+
GNL1	-	-	-
DDX31	-	-	-
MDN1	-	-	-
ARF5	-	-	-
PPP4C	-	-	-
PPP2R4	-	-	-
PPP3CA	-	-	-
PPP4R2	-	-	-
PNPT1	-	-	-
PGAM2	-	-	-
CORO6	-	-	-
CNN3	-	-	-
CORO2A	-	-	-
CORO1A	-	-	-
CORO2B	-	-	-
BMF	-	-	-
CP	-	-	-
BTNL10	-	-	-
SKA2	-	-	-
SKA1	-	-	-
MAPRE2	-	-	-
MAPRE3	-	-	-
CCRN4L	+	-	+
BTG1	+	TcF	+
ANGEL2	-	-	-
SAP30L	-	-	-
PPM1D	-	-	-
AACS	-	-	-
1810024B03RIK	-	-	-
4921509C19RIK	-	-	-
PCK1	-	-	-
LDLR	-	-	-
SCD1	-	-	-
LPIN1	-	-	-
ELOVL6	-	-	-
COX10	-	-	-
COX11	-	-	-
POLR3E	+	-	+
TWISTNB	-	-	-
MATN3	-	-	-
MATN1	-	-	-
DPYSL2	-	-	-
PPP1R14A	-	-	-
LIMK2	-	-	-
E2F6	+	TF	+
HPSE	-	-	-
GPC1	-	-	-
HPSE2	-	-	-
PDE6A	-	-	-
PDE6G	-	-	-
PDE6B	-	-	-
GNAT2	-	-	-
RGS9	-	-	-
RGS7BP	-	-	-
GNB5	-	-	-
ARSG	-	-	-
F2RL2	-	-	-
F2RL3	-	-	-
NSMCE1	-	-	-
NSMCE4A	-	-	-
ANK2	-	-	-
ANK3	-	-	-
NFASC	-	-	-
NRCAM	-	-	-
ADI1	-	-	-
RNASEH1	-	-	-
UBXN2A	-	-	-
FKBP1B	-	-	-
CMPK2	-	-	-
AK3	-	-	-
CMPK1	-	-	-
MX2	-	-	-
RSAD2	-	-	-
IFIT1	-	-	-
IFIT3	-	-	-
IFIT2	-	-	-
RNF144A	-	-	-
ID2	+	TF	+
GFI1	+	TF	+
GLRX	-	-	-
RRM2	-	-	-
DTYMK	-	-	-
NCAPG	-	-	-
KLF11	+	TF	+
HTR4	-	-	-
PDYN	-	-	-
CGA	-	-	-
POMC	-	-	-
HRH2	-	-	-
DRD5	-	-	-
MC3R	-	-	-
MC4R	-	-	-
MC2R	-	-	-
HTR6	-	-	-
ADRB3	-	-	-
MC1R	-	-	-
ADORA2A	-	-	-
HTR7	-	-	-
MC5R	-	-	-
SH3D19	-	-	-
KIF3C	-	-	-
KIF26A	-	-	-
CCL7	-	-	-
CCL17	-	-	-
CCL5	-	-	-
FBN1	-	-	-
IBSP	-	-	-
EFCAB3	-	-	-
METTL2	-	-	-
CCT6B	-	-	-
DDX42	-	-	-
PDC	-	-	-
ADAP2	-	-	-
SMARCD1	+	CRF	+
DDX5	+	TcF	+
POLL	-	-	-
CACNG4	-	-	-
SLC9A2	-	-	-
SLC9A3R1	-	-	-
SLC4A7	-	-	-
SLC4A4	-	-	-
FDX1	-	-	-
NCOA5	+	-	+
DOK3	-	-	-
DOCK4	-	-	-
ALK	-	-	-
CD86	-	-	-
FRS3	-	-	-
FGFR3	-	-	-
NEK2	-	-	-
KIF17	-	-	-
KIFC3	-	-	-
DAB1	-	-	-
CLASP2	-	-	-
GALK1	-	-	-
GALE	-	-	-
TYMS	-	-	-
HECA	-	-	-
UFC1	-	-	-
SRXN1	-	-	-
ASPA	-	-	-
SRP68	-	-	-
LARP7	-	-	-
SPCS2	-	-	-
SRP19	-	-	-
SRP54C	-	-	-
TSEN2	-	-	-
TSEN34	-	-	-
1200014J11RIK	-	-	-
ATP2A3	-	-	-
EXOC3L	-	-	-
EXOC3L4	-	-	-
UBE2G1	-	-	-
TXNDC17	-	-	-
SACM1L	-	-	-
SEC24C	-	-	-
BLMH	-	-	-
DOC2B	-	-	-
ABCC3	-	-	-
GUCA1B	-	-	-
GUCY2E	-	-	-
GUCA1A	-	-	-
ALOX8	-	-	-
NPAS2	+	TF	+
CR1L	-	-	-
SYT1	-	-	-
SYP	-	-	-
SYT5	-	-	-
SLC17A7	-	-	-
STXBP1	-	-	-
UNC13B	-	-	-
SYT2	-	-	-
STXBP2	-	-	-
CPS1	-	-	-
GMPS	-	-	-
PAICS	-	-	-
PFAS	-	-	-
DAP3	-	-	-
PIK3R5	-	-	-
NTN1	-	-	-
IGDCC3	-	-	-
DSCAM	-	-	-
NEO1	-	-	-
LRIG3	-	-	-
NAPG	-	-	-
RCVRN	-	-	-
GRK1	-	-	-
ATXN2L	-	-	-
1700023F06RIK	-	-	-
ARF4	-	-	-
ARFGAP2	-	-	-
ARF3	-	-	-
ARF2	-	-	-
ARFGAP3	-	-	-
FOXG1	+	TF	+
RAB1B	-	-	-
RAB19	-	-	-
RAB33A	-	-	-
COG4	-	-	-
RABL6	-	-	-
RAB33B	-	-	-
RAB43	-	-	-
RAB1	-	-	-
TSHB	-	-	-
SEL1L	-	-	-
EDEM3	-	-	-
ERLEC1	-	-	-
EDEM1	-	-	-
DERL2	-	-	-
OS9	-	-	-
DNAAF2	-	-	-
ORC4	-	-	-
GORASP1	-	-	-
ARFGEF2	-	-	-
TRAPPC6B	-	-	-
PNN	+	-	+
GALC	-	-	-
PCF11	-	-	-
C6	-	-	-
ADAD1	-	-	-
ARR3	-	-	-
SPTLC2	-	-	-
CWC27	-	-	-
SKIV2L2	-	-	-
PPIL1	-	-	-
RBPJ	+	TF	+
SNIP1	+	TcF	+
NOVA1	-	-	-
IARS2	-	-	-
PPAP2C	-	-	-
SGPP1	-	-	-
SGPL1	-	-	-
RAB15	-	-	-
ACTR10	-	-	-
TIMM8B	-	-	-
MPST	-	-	-
SIX6	+	TF	+
GLRX2	-	-	-
BOLA2	-	-	-
BOLA3	-	-	-
MNAT1	+	TcF	-
CAR9	-	-	-
EGLN1	-	-	-
EGLN3	-	-	-
EGLN2	-	-	-
ARNT2	+	TF	+
NUDT21	-	-	-
CSTF1	-	-	-
ANKLE2	-	-	-
ERH	-	-	-
GOLGA1	-	-	-
APTX	-	-	-
FBLN5	-	-	-
EFEMP2	-	-	-
LGMN	-	-	-
CTSS	-	-	-
GOLGA5	-	-	-
CHGA	-	-	-
PITRM1	-	-	-
ASB2	-	-	-
AKR1C18	-	-	-
ADCK3	-	-	-
COQ3	-	-	-
COQ2	-	-	-
COQ6	-	-	-
COQ5	-	-	-
IBA57	-	-	-
NPC1	-	-	-
NPC2	-	-	-
ATF7	+	TF	+
ATF4	+	TF	+
CYP46A1	-	-	-
CYP39A1	-	-	-
DEGS2	-	-	-
PHC2	-	-	-
GON4L	+	-	+
RYBP	+	-	+
SP3	+	TF	+
PRMT1	-	-	-
MBTD1	-	-	-
PHC3	-	-	-
BBS4	-	-	-
CDK18	-	-	-
CDK14	-	-	-
FKBP4	-	-	-
CDK16	-	-	-
EIF2AK3	-	-	-
DYX1C1	-	-	-
FKBPL	-	-	-
GSTT2	-	-	-
HSF4	+	TF	+
HSFY2	+	TF	+
ERBB2IP	-	-	-
CDK17	-	-	-
FKBP8	-	-	-
FKBP5	-	-	-
HSF2	+	TF	+
CDK15	-	-	-
AHR	+	TF	+
HSF3	+	TF	-
GSTT4	-	-	-
E030030I06RIK	-	-	-
TNFRSF1B	-	-	-
TNFRSF8	-	-	-
OTUD5	-	-	-
OTUD7B	-	-	-
TNFRSF13C	-	-	-
RNF41	-	-	-
AMN	-	-	-
XRCC2	-	-	-
WRN	-	-	-
RAD51C	-	-	-
RAD54L	-	-	-
GNAL	-	-	-
GNG11	-	-	-
GNG4	-	-	-
FOXP3	+	TF	+
NEDD9	-	-	-
CYSLTR2	-	-	-
CYSLTR1	-	-	-
ECE1	-	-	-
NCAPD2	-	-	-
GM9839	-	-	-
AF366264	-	-	-
4930444G20RIK	-	-	-
GM5415	-	-	-
LMNB2	-	-	-
ID4	+	TF	+
BARX1	+	TF	+
IP6K1	-	-	-
CENPM	-	-	-
CENPL	-	-	-
CENPO	-	-	-
LUM	-	-	-
PGM3	-	-	-
NFKBIB	+	TcF	+
CD180	-	-	-
LY86	-	-	-
SSR1	-	-	-
PAPSS2	-	-	-
PAPSS1	-	-	-
CTLA2A	-	-	-
NTRK3	-	-	-
SHC3	-	-	-
NTRK2	-	-	-
SHC2	-	-	-
CD72	-	-	-
RRAS	-	-	-
GADD45G	-	-	-
FBP2	-	-	-
AUH	-	-	-
ROR2	-	-	-
ORMDL2	-	-	-
ORMDL1	-	-	-
ORMDL3	-	-	-
MSX2	+	TF	+
HABP4	+	TcF	+
RCN2	-	-	-
CD74	-	-	-
PRELID1	-	-	-
F11	-	-	-
C1QBP	+	TcF	-
DDX41	-	-	-
DYRK1B	+	TcF	-
CATSPER1	-	-	-
CATSPER3	-	-	-
UQCRB	-	-	-
CYCT	-	-	-
PMPCB	-	-	-
CYCS	-	-	-
CETN3	-	-	-
IL5	-	-	-
TRPC3	-	-	-
TRPC4	-	-	-
TRPC5	-	-	-
TRPC1	-	-	-
TRPC6	-	-	-
CML5	-	-	-
NAA30	-	-	-
GM11128	-	-	-
CML3	-	-	-
GM4477	-	-	-
HORMAD1	-	-	-
TRIP13	+	-	+
HORMAD2	-	-	-
AHRR	+	TF	-
ANXA11	-	-	-
GPAM	-	-	-
AGPAT6	-	-	-
SLC18A2	-	-	-
PINX1	-	-	-
GPATCH4	-	-	-
XRCC4	-	-	-
APLF	-	-	-
NHEJ1	-	-	-
ATG10	-	-	-
ACOT12	-	-	-
LIG1	-	-	-
DCLK3	-	-	-
COIL	+	-	+
IVD	-	-	-
MCCC1	-	-	-
MCCC2	-	-	-
HLCS	-	-	-
HADHA	-	-	-
BTF3	+	TcF	+
HEXA	-	-	-
POLK	-	-	-
F2RL1	-	-	-
PLK2	-	-	-
PKMYT1	-	-	-
THBS1	-	-	-
THBS2	-	-	-
BMPR1B	-	-	-
CCL25	-	-	-
GAL	-	-	-
APLN	-	-	-
CXCL10	-	-	-
CXCL9	-	-	-
MRPL18	-	-	-
ATXN7	-	-	-
